name,release_date,price,developers,categories,genres,pct_pos_total,pct_pos_recent,num_reviews_total
SMITE 2,2024-08-27,0.0,['Titan Forge Games'],"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases']",Early Access,58,59,11783
BLOCKADE 3D,2014-12-19,0.0,['Novalink'],"['Multi-player', 'PvP', 'Online PvP', 'Steam Trading Cards', 'In-App Purchases']",Early Access,58,60,25629
Dungeonborne,2024-07-18,0.0,['Mithril Interactive'],"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases']",Early Access,56,26,18585
Dark and Light,2017-07-20,17.99,['Snail Games USA'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Workshop', 'Family Sharing']",Early Access,52,32,10415
ATLAS,2018-12-22,29.99,"['Grapeshot Games', 'Instinct Games']","['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Full controller support', 'Steam Workshop', 'Includes level editor', 'Family Sharing']",Early Access,46,41,36683
Kerbal Space Program 2,2023-02-24,49.99,['Intercept Games'],"['Single-player', 'Family Sharing']",Early Access,31,11,25140
Mirror 2: Project X,2022-01-20,1.99,['KAGAMI Ⅱ WORKs'],"['Single-player', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']",Early Access,24,36,112561
Cats Hidden in Jingle Jam,2023-12-01,0.0,['Travellin Cats'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",Free To Play,99,95,10110
Our Life: Beginnings & Always,2020-11-16,0.0,['GB Patch Games'],"['Single-player', 'Steam Achievements']",Free To Play,98,99,12130
Sheepy: A Short Adventure,2024-02-06,0.0,['MrSuicideSheep'],"['Single-player', 'Steam Achievements', 'Full controller support']",Free To Play,98,98,15935
VPet-Simulator,2023-08-13,0.0,['LB Game'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor']",Free To Play,98,97,45250
Grimm's Hollow,2019-10-30,0.0,['ghosthunter'],"['Single-player', 'Partial Controller Support', 'Steam Cloud']",Free To Play,98,96,13724
Cats Hidden in Paris,2023-07-16,0.0,['Travellin Cats'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",Free To Play,98,97,17041
Iron Snout,2016-01-27,0.0,['SnoutUp'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']",Free To Play,97,93,17325
Outcore: Desktop Adventure,2022-09-26,0.0,['Doctor Shinobi'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",Free To Play,97,95,14689
Pineapple on pizza,2023-03-28,0.0,['Majorariatto'],"['Single-player', 'Steam Achievements', 'Full controller support']",Free To Play,97,96,23506
The Murder of Sonic the Hedgehog,2023-03-31,0.0,['SEGA'],['Single-player'],Free To Play,97,95,23143
Virtual Cottage,2020-10-07,0.0,['DU&I'],"['Single-player', 'Steam Achievements']",Free To Play,97,97,10174
Cube Escape: Paradox,2018-09-20,0.0,['Rusty Lake'],"['Single-player', 'Steam Achievements', 'Steam Cloud']",Free To Play,97,90,10194
东北之夏,2023-01-09,0.0,['庄不纯工作室'],"['Single-player', 'Steam Achievements', 'Steam Cloud']",Free To Play,97,97,12041
Eternal Senia,2015-06-18,0.0,['Sanctum Games'],['Single-player'],Free To Play,97,100,11936
The Expendabros,2014-08-05,0.0,['Free Lives'],"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Full controller support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']",Free To Play,97,94,18162
Helltaker,2020-05-11,0.0,['vanripper'],"['Single-player', 'Steam Achievements', 'Partial Controller Support']",Free To Play,97,96,124116
OpenTTD,2021-04-01,0.0,['OpenTTD'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer']",Free To Play,96,94,13989
Doki Doki Literature Club!,2017-10-06,0.0,['Team Salvato'],"['Single-player', 'Remote Play on Phone', 'Remote Play on Tablet']",Free To Play,96,95,208735
missed messages.,2019-05-30,0.0,['Angela He'],['Single-player'],Free To Play,96,90,15119
Arrow a Row,2023-08-20,0.0,['Lonerangerix'],['Single-player'],Free To Play,96,94,15905
Awaria,2024-12-16,0.0,['vanripper'],"['Single-player', 'Steam Achievements', 'Partial Controller Support']",Free To Play,96,96,12313
Ultimate Custom Night,2018-06-27,0.0,['Scott Cawthon'],"['Single-player', 'Remote Play on Phone', 'Remote Play on Tablet']",Free To Play,95,92,57699
NGU IDLE,2019-10-01,0.0,['4G'],"['Single-player', 'Steam Achievements', 'In-App Purchases', 'Steam Cloud', 'Remote Play on Tablet']",Free To Play,95,87,11860
Indigo Park: Chapter 1,2024-05-18,0.0,['UniqueGeese'],['Single-player'],Free To Play,95,93,20352
Supermarket Together,2024-08-09,0.0,['DeadDevsTellNoLies'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Cloud']",Free To Play,95,94,59993
Dagon: by H. P. Lovecraft,2021-09-24,0.0,['Bit Golem'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Tracked Controller Support', 'VR Supported', 'Steam Cloud']",Free To Play,95,94,11418
Monster Girl Island: Prologue,2019-06-19,0.0,['Redamz'],"['Single-player', 'Steam Cloud']",Free To Play,95,90,17137
Alien Swarm: Reactive Drop,2017-04-20,0.0,['Reactive Drop Team'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Full controller support', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Includes Source SDK']",Free To Play,94,95,22423
Aperture Desk Job,2022-03-01,0.0,['Valve'],"['Single-player', 'Full controller support']",Free To Play,94,94,23337
Learn to Fly 3,2017-05-12,0.0,['Light Bringer Games inc.'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud', 'Stats']",Free To Play,94,94,10174
Everlasting Summer,2014-11-19,0.0,['Soviet Games'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",Free To Play,94,90,75013
Leaf Blower Revolution - Idle Game,2020-12-04,0.0,['Humble North'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud', 'Stats']",Free To Play,94,89,24874
Muck,2021-06-05,0.0,['Dani'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op']",Free To Play,93,88,173736
Redmatch 2,2021-06-24,0.0,['Rugbug Redfern'],"['Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",Free To Play,93,93,17584
Sven Co-op,2016-01-22,0.0,['Sven Co-op team'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Partial Controller Support', 'Steam Cloud', 'Valve Anti-Cheat enabled']",Free To Play,93,91,31100
Freddy Fazbear's Pizzeria Simulator,2017-12-04,0.0,['Scott Cawthon'],['Single-player'],Free To Play,93,93,29822
Super Animal Royale,2021-08-26,0.0,['Pixile'],"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud', 'Stats', 'Remote Play on TV']",Free To Play,93,90,41973
My Singing Monsters,2021-03-24,0.0,['Big Blue Bubble'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'In-App Purchases']",Free To Play,93,95,40386
Quaver,2022-08-19,0.0,['Swan'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Workshop', 'Includes level editor']",Free To Play,92,85,15290
Double Action: Boogaloo,2014-10-23,0.0,"['Double Action Factory', 'Jorge Rodriguez']","['Multi-player', 'Cross-Platform Multiplayer', 'VR Support', 'Includes level editor', 'Includes Source SDK']",Free To Play,92,94,11336
Spooky's Jump Scare Mansion,2015-07-28,0.0,['Lag Studios'],['Single-player'],Free To Play,92,96,14935
One-armed cook,2022-08-30,0.0,['Duhndal'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Cloud', 'Stats']",Free To Play,92,87,27374
The Plan,2014-02-14,0.0,['Krillbite Studio'],"['Single-player', 'Steam Achievements', 'Partial Controller Support']",Free To Play,92,94,22981
Shakes and Fidget,2016-02-24,0.0,['Playa Games GmbH'],"['Single-player', 'Multi-player', 'MMO', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'In-App Purchases']",Free To Play,92,83,36488
Aimlabs,2023-06-16,0.0,"['State Space Labs, Inc.']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'In-App Purchases', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor']",Free To Play,92,81,122186
Splitgate,2019-05-24,0.0,['1047 Games'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Captions available', 'In-App Purchases']",Free To Play,91,87,111719
武林至尊传,2024-07-19,0.0,['至尊传奇'],"['Multi-player', 'MMO', 'In-App Purchases']",Free To Play,91,-1,33604
三国.名将传,2024-10-14,0.0,['TopWar Limited'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'In-App Purchases']",Free To Play,91,-1,33601
美少女战姬-二次元.卡牌.养成.游戏,2025-01-28,0.0,['cJoy Games'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'In-App Purchases']",Free To Play,91,-1,33593
Anime Girls - gacha game,2025-02-12,0.0,['Anime Works'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'In-App Purchases']",Free To Play,91,-1,33600
Legend of the Dark War God,2024-12-12,0.0,['暗黑战神'],"['Multi-player', 'MMO', 'PvP', 'In-App Purchases']",Free To Play,91,-1,33604
One-armed robber,2023-12-15,0.0,['Duhndal'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'In-App Purchases', 'Steam Cloud', 'Stats']",Free To Play,91,91,35737
Unturned,2017-07-07,0.0,['Smartly Dressed Games'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor', 'Remote Play on Tablet']",Free To Play,91,67,552875
Crab Game,2021-10-29,0.0,['Dani'],"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op']",Free To Play,91,82,152589
Fistful of Frags,2014-05-09,0.0,['Fistful of Frags Team'],"['Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Workshop', 'Stats', 'Steam Leaderboards', 'Includes level editor', 'Includes Source SDK', 'Remote Play Together']",Free To Play,91,88,36131
SCP: Secret Laboratory,2017-12-29,0.0,['Northwood Studios'],"['Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled']",Free To Play,91,89,209939
Mr.Mine,2020-09-30,0.0,['Playsaurus'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud']",Free To Play,91,92,16766
百鬼图鉴-国风.挂机.卡牌.游戏,2024-11-08,0.0,['七夜工作室'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'In-App Purchases']",Free To Play,91,-1,33602
Bloons TD Battles,2016-04-20,0.0,['Ninja Kiwi'],"['Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Leaderboards']",Free To Play,90,91,29052
We Were Here,2017-02-03,0.0,['Total Mayhem Games'],"['Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']",Free To Play,90,82,29434
SUPERVIVE,2024-11-20,0.0,['Theorycraft Games'],"['Multi-player', 'PvP', 'Online PvP', 'In-App Purchases']",Free To Play,90,91,16002
Rec Room,2021-09-02,0.0,['Rec Room'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Full controller support', 'Tracked Controller Support', 'VR Supported', 'SteamVR Collectibles', 'In-App Purchases', 'Includes level editor']",Free To Play,90,83,69763
Crusader Kings II,2012-02-14,0.0,['Paradox Development Studio'],"['Single-player', 'Multi-player', 'Steam Trading Cards']",Free To Play,90,92,72293
Team Fortress 2,2007-10-10,0.0,['Valve'],"['Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'In-App Purchases', 'Partial Controller Support', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor', 'Commentary available', 'Remote Play on Phone', 'Remote Play on Tablet']",Free To Play,89,93,1146642
Dark Deception,2018-09-26,0.0,['Glowstick Entertainment'],"['Single-player', 'Steam Achievements', 'Captions available', 'Steam Cloud']",Free To Play,89,85,20697
Crush Crush,2016-10-18,0.0,['Sad Panda Studios'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Stats', 'Steam Leaderboards', 'Remote Play on Phone', 'Remote Play on Tablet']",Free To Play,89,84,26949
No More Room in Hell,2013-10-31,0.0,['No More Room in Hell Team'],"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Captions available', 'VR Support', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Includes level editor', 'Includes Source SDK']",Free To Play,89,90,73664
Path of Exile,2013-10-23,0.0,['Grinding Gear Games'],"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Remote Play on Tablet']",Free To Play,89,82,233530
STAR WARS™: The Old Republic™,2020-07-21,0.0,['Broadsword'],"['Multi-player', 'MMO', 'PvP', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']",Free To Play,89,85,66013
Paunch,2019-12-04,0.0,['Kozhakov'],"['Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']",Free To Play,89,90,11126
Minion Masters,2019-05-24,0.0,['BetaDwarf'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud', 'Remote Play on Tablet']",Free To Play,89,75,64793
Cell to Singularity - Evolution Never Ends,2021-11-03,0.0,['Computer Lunch'],"['Single-player', 'Steam Achievements', 'In-App Purchases', 'Partial Controller Support', 'Steam Cloud']",Free To Play,89,85,23021
Banana Shooter,2022-05-01,0.0,['CodingDaniel'],"['Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Steam Achievements', 'Steam Workshop', 'In-App Purchases', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Includes level editor']",Free To Play,89,83,16156
DDNet,2020-08-17,0.0,['DDNet Team'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Includes level editor']",Free To Play,89,81,35012
Clicker Heroes,2015-05-13,0.0,['Playsaurus'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud', 'Stats']",Free To Play,89,87,61083
Combat Master: Season 3,2023-04-21,0.0,['Alfa Bravo Inc'],"['Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Cross-Platform Multiplayer', 'Full controller support', 'In-App Purchases', 'Remote Play on TV', 'Remote Play Together']",Free To Play,88,86,43467
BLEACH Brave Souls,2020-08-17,0.0,['KLab Inc.'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'In-App Purchases', 'Partial Controller Support']",Free To Play,88,93,11622
Emily is Away,2015-11-20,0.0,['Kyle Seeley'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",Free To Play,88,84,31812
Totally Accurate Battlegrounds,2018-06-05,0.0,['Landfall'],"['Multi-player', 'PvP', 'Online PvP', 'In-App Purchases']",Free To Play,88,90,86620
Fallout Shelter,2017-03-29,0.0,['Bethesda Game Studios'],"['Single-player', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Steam Cloud', 'Stats']",Free To Play,88,90,73142
Guild Wars 2,2022-08-23,0.0,['ArenaNet®'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'In-App Purchases']",Free To Play,88,84,20507
Toribash,2014-05-16,0.0,['Nabi Studios'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud', 'Includes level editor']",Free To Play,88,91,16660
The Sims™ 4,2020-06-18,0.0,['Maxis'],"['Single-player', 'Steam Trading Cards', 'Remote Play on Tablet']",Free To Play,87,85,164317
Warframe,2013-03-25,0.0,['Digital Extremes'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'HDR available']",Free To Play,87,90,611151
AdVenture Capitalist,2015-03-30,0.0,['Hyper Hippo Games'],"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",Free To Play,87,80,58713
Sky: Children of the Light,2024-04-10,0.0,['thatgamecompany'],"['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Full controller support', 'In-App Purchases', 'HDR available']",Free To Play,87,85,15941
Transformice,2015-01-30,0.0,['Atelier 801'],"['Multi-player', 'MMO', 'Steam Achievements', 'Steam Trading Cards', 'Includes level editor']",Free To Play,87,89,27398
Counter-Strike 2,2012-08-21,0.0,['Valve'],"['Multi-player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Valve Anti-Cheat enabled', 'Stats', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Steam Timeline']",Free To Play,86,82,8632939
Fishing Planet,2017-08-28,0.0,['Fishing Planet LLC'],"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Full controller support', 'Remote Play on TV']",Free To Play,86,88,63690
Goose Goose Duck,2021-10-03,0.0,"['Gaggle Studios, Inc.']","['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'In-App Purchases']",Free To Play,86,84,70904
